"fake billionaire , fake human , fake father , fake businessman , fake president .",[trump]
even ’ s major creditor & “ revered dominator ” objects to having russia ‘ smeared ’ by trump ’ s misinformation ! ! . . . . .,[trump]
these people are traitors need to be arrested,[trump]
"fixed income folks in flawida will not vote biden , they just cant afford him . its not their fault . no one has shown them that they need less money with obamacare florida",[biden]
you know the outcome . trump landslide,[trump]
"\ lol the \ "" \ "" conservative \ "" \ "" victim complex is strong . \ "" """,[trump]
trump cult of personality weird,[trump]
"i know many of these stated are too early to call . they are showing kentucky to have you losing . donald trump easily carried kentucky with of the vote , to of the vote for hillary clinton , a margin of . trump won kentucky by the largest margin",[trump]
dead americans and you still lie . republicans for biden,[trump]
biden bus tour in texas !,[biden]
jared kushner bragged in april that trump was taking the country ' back from the doctors ' smart news,[trump]
"/ to delegitimize perfectly legal mail ballots is the general unwillingness of republicans to call b.s. on their president ’ s baseless allegations of voter fraud . indeed , the “ red mirage ” scenario , whereby trump might claim victory on election night . . .",[trump]
"people keep saying is becoming unraveled . can anyone , anyone at all , point to a time when he was raveled ?",[trump]
brett ’ s endorsement means that donald trump and copper fit have one more thing in common other than only working on tv,[trump]
i can ’ t think of another major america city where people have giant trump flags in their front yard,[trump]
"trump trucks started showing up here like this in texas a few weeks ago . not shutting shit down but all the sudden in bandera , tx ( popular small tourist town ) every weekend . big fancy trucks with flags . someone is organizing this shit .",[trump]
you have raised our taxes .,[trump]
"what ’ s wrong with testing ? without tests , solutions wouldn ’ t be possible .",[trump]
i hope biden gets rid of electoral college . biden harris 2020,[biden]
"anything ' s possible , but i really think this is what ' s going to happen . four years of trump and nearly one year of covid have people braying for libidinal release . it ' s a fantasy",[trump]
and this is why trump was concerned about people panicking 🤷 🏻 ‍ ♂️,[trump]
more days to end it all in texas and by all i mean trump and cornyn . lfg . turn texas blue,[trump]
how does biden expect to lead ? he is only being used by the dnc to get harris elected so she can put the liberal plan to take over america into action . biden has no control over the democrats he is just a pawn in their plan . harris will take over to destroy america . .,[biden]
noaa chief scientist fired for asking new trump hires to recognize scientific integrity policy smart news,[trump]
fyi : tomorrow is voting day - not counting day .,[trump]
tax cuts ! economic growth ! deregulation ! acceleration of jobs growth ! more business freedom ! more money in the pockets of americans ! more opportunity ! if you call that terrorism then you ’ re using a vadtly different dictionary than the rest of us ! maga trump train another libtard,[trump]
"trump doesn ’ t give a fuck about public standards and welfare in both short term and long term and that ’ s evident with how he ’ s treated our existing and proposed homes , buildings , roads , etc . but god forbid if the oil industry gradually collapses i guess .",[trump]
"i voted for biden / harris , i know you were curious about texas , but it is now becoming a swing state ! i ’ m surprise but i ’ m also glad , hopefully we can go full blue soon ! 🌊 🇺 🇸",[biden]
"if president trump wins , would you recommend he expand scotus to , or justices ?",[trump]
these all closed pre - covid . with good reason . they were either bad businesses or we ’ re missing - managed by trump . the casinos closed despite being used to launder money !,[trump]
i thought trump eradicated it yesterday ?,[trump]
"if you had any principles , you would be voting for not a con man .",[trump]
we already live in it . it ’ s called the trump world,[trump]
is this a trick question ? crime family trump is using the presidency for financial gain . this family is far from suffering . it ' s all about taking and abusing ! can not wait to see them all in jail !,[trump]
so i guess trump is blame for all the other covid deaths around the world . wow . smh,[trump]
"uma is unavailable , we are singing the banana song . besides her decision making is too compassionate .",[trump]
"don ’ t scream blm , and then not vote . don ’ t complain about donald trump or republicans , and then not vote . don ’ t complain about these judges and cops , and then not vote . if you are able vote , go vote . you have an opportunity to make a difference and change the narrative .",[trump]
he wasn ’ t the smartest guy but he knew better than trump to surround himself with smarter ppl . he was more like a royal . but was afraid of the aids virus as were many back in the day .,[trump]
trump thinks bidens gonna bring nuclear fallout . if thats the case patrolling the mojave makes me wish for a nuclear winter . * puffs cig *,[trump]
omg would you people shutup already about covid spread !,[trump]
"this . do not follow him , do not share his tweets or retweet them . only tweet the biden harris campaign . pretty please",[biden]
"weird , i ’ ve lived in two of the three . are you so sure ? i know lawyers , doctors and even teachers who won ’ t dare admit they ’ re voting for trump for career reasons",[trump]
trump is a terrorist . trump terroism barron trump hotus gold digger,[trump]
"sorry , but it ' s not even close dear . tuesday it will all be clear . joe has no hope in hell . - odds in favor for trump . records will be broken in days .",[trump]
"go vote . personally , fuck . it ’ s also a song created for your enjoyment . vote 2020",[trump]
"if you are voting for joe biden , please call yourself what you truly are . . . a leftist .",[biden]
", trump is out whether he likes it or not . this is gaslighting bs and we are done with it as a people . trump has signaled he will not accept an election loss . many of his voters agree .",[trump]
"taxation is theft ! so nope that ' s my money and idc who it goes toward . i worked my ass off for it so i am gonna get every red cent i am owed . before you all say shit nah i did not vote for trump , i voted for the only real candidate jo jorgensen . stop choosing the lesser of two evils .",[trump]
a psychologist explains trump ' s lack of conscience and warns,[trump]
i wonder if got mexico to pay for the new wall around the .,[trump]
"this has happened times . why would you pack the court when let us say the next trump comes around then he packs it again , nine is enough .",[trump]
uncovered : how joe biden got millions in foreign bribes | rudy giuliani . . . via,[biden]
"he ’ s only against it if it ’ s for biden . i guarantee if trump is behind , he ’ ll want every vote counted 🙄","[biden, trump]"
"there were 9 0 k new cases yesterday . trump has no plan . trump does not care about american citizens . trump does not care about creating a future for this country that is fair and inclusive for everyone . if you vote for trump , kindly get out of my life . biden harris",[trump]
proud to be party of this ! ! ! !,[trump]
with my vote your ass gets kicked out of office,[trump]
i can ’ t wait until all the biden cry babies come out after trump 2020,[biden]
one is the responsible human being that cares about our nation . the other is a narcissistic asshole who continues to find his ego and the nations expense . biden harris landslide 2020,[trump]
"because trump is , unfortunately , not fiction . they say that truth is stranger than fiction , we have plenty of evidence from history that it is indeed , much much scarier .",[trump]
"deplorable ? democrats cancel central texas events after trump supporters surround , follow biden bus on i - | kxan austin","[trump, biden]"
"we ’ re turning texas blue , you fat bitch .",[trump]
he does seem to be losing it,[trump]
me when trump gets more years 🥳,[trump]
all imma say is “ fuck trump ” & if anybody wanna fight that ’ s cool imma just shoot your ass 😂,[trump]
all imma say is “ fuck trump ” & if anybody wanna fight that ’ s cool imma just shoot your ass 😂,[trump]
i literally had to turn her off to see the way she treated lara trump this morning,[trump]
