"ceos are in charge of running the business , and thus , have a say in what goes on on their social media platforms . why would they not remove content that is harmful ? they ’ ve been doing it since social media was a thing . just now , the harmful stuff is coming from trump & other r ’ s .",[trump]
hes high ! they probably gave him free food to get him to say that !,[trump]
such liars . trump used it to pay a bribe .,[trump]
"love this so much , for all his faults trump truly is inspirational and a great president",[trump]
i am hearing rumors that joe biden is in custody and is flipping on his former business partners,[biden]
"we agree with biden ’ s statement more than he does . it ’ s all lip service , he ’ s the candidate of wall street and silicon valley . trump 2020","[trump, biden]"
“ you know our doctors get more money if they report more cases . you know that right ? ” - . forget “ clown ” . this idiot if pure evil and his enablers are just as guilty . vote,[trump]
here you go loser,[trump]
trump camp uses online gimmick to fuel donations into december via,[trump]
how do you like being a token for the president,[trump]
biden & harris exterminators . you have a job to do at pennsylvania ave .,[biden]
"president trump has kept his promise to remake the federal bench , including the supreme court",[trump]
saw some of your great planning on display there 😂,[trump]
go away,[trump]
so trump busesin the to his rally so these people do not live there or vote there ? fake voters,[trump]
beat of better ! biden while you smoke crack . come on man !,[biden]
again ⁦ ⁩ hits the mark : “ the u.s. has now clearly seen what happens when a pandemic occurs under trump . it is an experiment that no one should ever want to rerun . ”,[trump]
hopefully you are dropping out the race so we can be done with this mess .,[trump]
"obama / biden flint mi today for bs spewing , on c - span . watch to the end . obama had keep elbow up to keep joe distanced & remind joe to put mask on then he fumble searched for mask .",[biden]
"he was born during a different time , same with biden , did you see how he treated anita hill ? stop being so woke",[biden]
"crap - you didn ’ t even have shuttle busses for you attendees . your frantic , broke and exhausted . and losing ! !",[trump]
kinda . except people will be hurt and killed if donald trump decides to do that . but he doesn ’ t care . he has never had the interest of all americans in mind when he ’ s done anything . he ’ s only worried about his base and his self interest .,[trump]
not me man ! ! ! i am too busy attacking trump / trumpers and supporting resisters ! ! !,[trump]
if trump wins it ' s back to horse and buggies .,[trump]
"\ i think this article misses the point - a point better made in the book \ "" \ "" a generation of sociopaths : how the baby boomers betrayed america \ "" \ "" - ‘ wave that flag ’ : meet the deadheads who stump for trump via \ "" """,[trump]
biden team should cut them a check for escort services . . . right hunter ?,[biden]
how tf you stan selena but support trump ? 😭 that makes sense,[trump]
"joe biden is old captain america 🤣 🤣 go ahead and make that good vote ! @ white house , washington dc",[biden]
you are the only one that failed !,[trump]
wi doesn ’ t feel like they are winning right now under your leadership .,[trump]
this is because when trump is with a woman it ’ s either against her will or he is paying her .,[trump]
trillion in new debt in months . way to go idiot,[trump]
another triggered biden supporter .,[biden]
i wonder how many you infected at this one,[trump]
"study : rallies led to 3 0 k covid cases , deaths . make trump pay for holding them",[trump]
yeah he really could have done the minimum but he choked and tried to deny and cover up . it was a bad choice for him in terms of re - election but worse for us,[trump]
the good old days when our president didn ’ t withhold information that lead to the deaths of over americans . this republican donated tens of thousands to the biden campaign .,[biden]
"i think biden is going to face a lot of pressure to govern toward the middle as a “ healer . ” i hope he resists that and recognizes that healing requires bold policies — surgery , not bandaids . compromise doesn ’ t heal .",[biden]
in the 7 0 s iran went from modern and forward thinking to mullahs and brain dead . america fucked up in and chose mullah trump . wewent backwards . . if mullah trump wins again we are headed towards brain dead - look at his followers . no mullah trump,[trump]
times up . where is the bigly health plan you have promised for years along with the promised covid vaccine ready for all ? ? ? ?,[trump]
😳 😳 😳 😳 trump says it ’ s a very scary time for men because women can vote them out of office via,[trump]
"i ’ m from california , and i ’ m voting for trump just like i did last time , he will not win the state but we will get him about four or million votes .",[trump]
trump has a significantly better chance of visiting the surface of the sun than winning the popular vote . he should go for it - he could use a real tan for once .,[trump]
"not that trump isn ’ t also guilty of this , but i do wish someone on the mainstream side would report this hunter stuff honestly without partisan influence - things keep leaking by the hour , and i assume they ’ re not done",[trump]
congratulations ! hit the golf course . take the rest of the week off . we ’ ll take it from here .,[trump]
just call your buddy putin,[trump]
the election should end when all the people that voted on time have their votes counted . full stop . wonder why he does not want everyone to vote ?,[trump]
i probably believe if all the trumps brands said made in china .,[trump]
"study : rallies led to 3 0 k covid cases , deaths . we can ’ t bring back dead , but we can make sure trump pays a huge price for holding them . and not just at the ballot box . tell your city to demand payment from his campaign now !",[trump]
