that ’ s what those flags look like never seen one before trump 🇺 🇸 🇺 🇸 🇺 🇸,[trump]
oh wait ! so you ’ re saying covid isn ’ t all trump ’ s fault ? let ’ s get that on the record !,[trump]
proof ?,[trump]
"you claiming historical gdp numbers that are inflated due to the influx of stimulus money that congress approved and got much needed assistance to boost the economy . now that the spineless gop senators got your judge installed , they leave town and refuse to give more assistance !",[trump]
"again , someone tell me what kind of person supports this blatant strike against our democracy ? oh the silent ones hoping his lies are true . joe biden will not fix this broken system , but holy shit it ’ s a step away from the direction we ’ re moving in . wake up .",[biden]
umm we actually have until december to find out the results .,[trump]
"i know this may be above the trump campaign ' s thought processes , but gee , i do not know , perhaps the buses should have been waiting at the airport to take them back to the parking lots ?",[trump]
"so , trump basically proclaiming that woman are objects to be used is fine and not a problem with women ?",[trump]
i have watched fl tank for biden and oh become rather hopeful over the last couple of months . it might relate to the pandemic - oh is reaching a peak while fl is way below its earlier peak,[biden]
"except daddy rode the obama - biden economy coattails , dummy .",[biden]
liar . . you will lose bigley # traitortrump lockhimup trumpout 2020 trumpresignnow traitortrump lockhimup,[trump]
is this loss,[trump]
"yes , i am very surprised you did not know this . there really is no need for birth control , just do not take the pregnancy test . do not take my word for it , though . i am a hypocrite . i have to wear glasses , because i had my vision tested . i could still have / vision . ask trump .",[trump]
even at mph it takes almost minutes for this trump train to pass . . . . i was there ! ! where was the biden train ? ? this in the most rural area in the east greenbrier county trump train ! maga ! ! ! via,"[biden, trump]"
sleepy joe biden aggg,[biden]
"confirmed or not , those people still have covid . with less testing for covid , there we not be less people infected , just less people knowing they are spreading it to everyone else .",[trump]
proof ?,[trump]
"jamie donahue , , and seneca , , of parkersburg voted this morning at blennerhassett middle school . the mother and daughter both voted for trump — although seneca said she struggled with that because she liked some of joe biden ’ s platform , including addressing climate change .","[biden, trump]"
you can be literate without a college degree . and you can be illiterate and recognize evil of trump . condescension is the reason trump exists,[trump]
proof ?,[trump]
"this kind of talk shows not only how desperate trump is , but how totally ignorant he is about how the election process works in our country ! nowhere does it say that all votes have to be counted on election night ! this was true before the trump virus and it ’ s still true today ! ! !",[trump]
"be better than trump supporters . they are bad enough , sinking to their level will just give them a win and excuse to be worse . . .",[trump]
"even if there are not billion other reasons to vote for biden , and there are , this one might be the capper .",[biden]
"also we assume that if trump treated h1n1 like he treated covid , many more would have died then too . what ' s important now is to realize that this is not the last pandemic , and next time we might not get as nice of a virus as sars - cov2",[trump]
so where do we go from here ? what happens when trump wins a second term ? more of the same or will there be an actual overturn of the media ?,[trump]
thank you jamie for reporting this . there doesn ’ t appear to be an end to the material this administration is willing to supply . 🙄 great job !,[trump]
"you are quite desperate . you stormed out of an interview , can not walk down steps , have to hold a glass with two hands , can not close an umbrella , think you can inject clorox into your lungs , and have a cold , dark , cruel heart . i ' d vote for a piece of drift wood over you .",[trump]
the process has been bastardized by both parties . trump is a symptom - he ’ s not the cause . so is mitch . so is bernie . they all pander to their extremes b / c that ’ s where their power lies . we won ’ t see another reagan or clinton in a generation . or more .,[trump]
but let ’ s hope the dead voted before passing . . . . 😁 😁 🕺 that ’ s what matters trump 2020 landslide,[trump]
i ’ m a biden supporter but i call bullshit . she ’ s likely late ( almost admits it in the video ) and the rules / law do not allow for extension of voting time for people not in line at the designated closing time .,[biden]
"the only thing justice like better than coal is federal dollars . when biden wins , wv will have an opportunity to change its course . let ’ s elect a person with real ideas on how to pull wv into the 2 1 st century .",[biden]
"this is what the party of trump has come to ! it ’ s as sad and disgusting as trump himself . ironically , this is a symbol of where the trump campaign is going to end up , buried by the will of the people !",[trump]
you forgot trump . . .,[trump]
trio of true trustworthy talent ! ! thank you all .,[trump]
"ohio , already voted for biden / harris .",[biden]
vote for who you wanna vote for but if i see people with trump flags and shit ima assume you ’ re a damn coon 😂,[trump]
"as my friend says , “ justice is coming ”",[trump]
you don ’ t have to like donald trump as a person to vote for him . he gets the job done when not impeded by ridiculous antics in congress .,[trump]
i voted for decency and because you were chosen as former vp biden ' s running mate !,[biden]
"after biden takes office , the unredacted mueller report will be released to congress and senate committees and americans will see the truth that barr has continued to hide from the country ! trump is guiltily of multiple counts of obstruction of justice and attempting to obstruct !","[biden, trump]"
the red wave has begun and will continue the next years and our president trump will win the election and win the electoral and popular vote and think we will know by the end of the night that he has won,[trump]
days left until don the con faces the biggest humiliation of his life and will be the biggest loser in election history ! down goes trump ! down goes trump ! down goes trump ! !,[trump]
"oh come on , . . . chuck todd asked if joe biden is taking the corona virus too seriously ? why is he still hosting anything ?",[biden]
🇺 🇸 👏 🏻 🙏 🏻 amen ! ! ! !,[trump]
"so , you are saying that covid does not spread to other people ? i am still going to wear my mask to protect others , it is about caring for the people i come into contact with . you be who you want to be .",[trump]
"during the - influenza season , cdc estimates that influenza was associated with million illnesses , million medical visits , hospitalizations , and deaths . compare that to approximately months of covid . the facts and science speak for themselves .",[trump]
"no one i spoke to at that precinct voted for biden . trump is heavily favored to take west virginia so it ’ s not surprising to not find biden voters ( i should say some folks were unwilling to be interviewed ) . all that , and i am ethically obligated to report the truth .","[biden, trump]"
if you are talking about trumps promise to vladimir putin to destroy america the answer is yes .,[trump]
