you must be talking about yourself again,[trump]
i did not see you fix the problem in flint either . get real you did nothing but downplay the coronavirus and killed thousands of people by not taking action .,[trump]
arkansas needs to go back to having governor ' s election every two years also . . .,[trump]
we are all just getting tired of all the my daddy is bigger than your daddy campaigning ! ! we just want the truth and i ’ m a trumper but tired of hearing bs from trump an biden i ’ ve voted but let ’ s get this shit done already 😤 😤 ! ! ! !,"[biden, trump]"
"\ \ "" \ "" weekend at biden ' s \ "" \ "" - movie trailer via \ "" """,[biden]
it ’ s a disgrace tucker . biden isn ’ t fit to be president or serve in anything other than hard labor in a penitentiary .,[biden]
"did i unfriend someone who said he was a trump supporter , yes , do i care ? no .",[trump]
funny that ’ s what i hear when you talk . lies lies lies and more lies . retire already .,[trump]
yarp barbara ! thanks azzo the asinine trump !,[trump]
daniel dale has covered trump so much that he understands what confuses the rest of us . bless his heart .,[trump]
the report is biden campaign raised a lot of money . so why is he only renting a tent and camalla standing in the back of a pickup ?,[biden]
i just need him to go . but i do think fleeing to russia would prove it was all true and not a conspiracy . wonder if his lifetime secret service protection would go with him though ? he would lose it in prison i think .,[trump]
no its trump,[trump]
oh brett if you really believed that then,[trump]
"then why are the rioters , looters , arsonists , gun - grabbers , flag - burners and marxists are all acting out this year under your presidency ? because you do not do shit to stop this behavior because you egg it on by your bullying words .",[trump]
today ' s the day ! ! praying for our country that has more years ! 🙏 🇺 🇸 trump 2020 to save america 🇺 🇸 🇺 🇸,[trump]
i do not want to come there . i am happy here and hope you are happy there . i just gave him an idea to start there hope you can help them .,[trump]
"joe knew , trump did not . vote joe biden kamala harris 2020",[trump]
what happened to the 2 3 k members of that group . it ' s done to 🤣 😂 🤣 😂 🤣,[trump]
tongues out for biden,[biden]
covid is beating you in the polls .,[trump]
how do you know it ' s referring to you . it ' s quite possible somebody who voted for you wants to now change it to biden .,"[biden, trump]"
please have trump talk about oan news . they have covered every rally and have stood completely for trump without apology . they pan the large crowds when trump mentions it . they have covered the biden corruption for hours a day ! great trump supporters .,"[trump, biden]"
yarp ! that ’ s why they are faux fascist news ! their theme song starts with this oh azzo trump says we are the master race so we ’ ll hail ( fart ) hail ( fart ) right in asinine trump ’ s face !,[trump]
anybody smell something ? sniff sniff yep i smell bullshit,[trump]
whatever ! who rushed through a supreme court justice nomination before the election ?,[trump]
false ! ! ! ! it ' s your inability to follow guidelines & real doctor ' s advice on how to help flatten the curve . most of these new cases are most likely from your rallies . you are not requiring mask & social distancing . you are the reason cases are rising . you do not care about any of us,[trump]
maybe he answers are written on the inside of biden ' s sunglasses ! ?,[biden]
maxine pushes conspiracy theory about trump ; admits she has no facts via @,[trump]
predictions : 4 5 0 ev trump . - senate . - house . full mandate . game over .,[trump]
vote joe biden ! ! ! ! ! dump racist trump,"[biden, trump]"
"melania is semantically correct . the health ( what a nightmare ! ) and safety ( we need them to die faster , dammit ! ) are trump ' s foremost concerns .",[trump]
you just mad because it ' ll affect you once you are not the president anymore,[trump]
what about you leaving all of those people in nebraska without a bus in the freezing cold weather ?,[trump]
all the stars claiming they ’ ll leave the u.s. if trump is reelected,[trump]
seriously chilling,[trump]
it ' s because he knows that most of the democrats in north carolina mail in their ballots . but if it was the republicans that are doing mail in ballots he would not object to that on extending the deadline,[trump]
"‘ destroy trump ballots ’ demands nyt , atlantic mag writer via",[trump]
"yes folks , cheryl & i have voted for pres . donald j . trump . the greatest president in my years . yes donald we love you . thank you for what you are doing .",[trump]
🤮 🤮 🇺 🇸 🇺 🇸 trump 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸,[trump]
for what,[trump]
joe biden was vp during the obama administration so go vote biden please,[biden]
is it bad that i don ’ t respect my coworker knowing he ’ s a trump supporter 🤢 🤢,[trump]
we don ’ t care what the bern says otherwise he would be loosing in the presidential race rather the biden loosing in the race 🙄 🙄,[biden]
please have trump talk about oan news . they have covered every rally and have stood completely for trump without apology . they pan the large crowds when trump mentions it . they have covered the biden corruption for hours a day ! great trump supporters .,"[trump, biden]"
trump sends powerful letter to pelosi slamming impeachment via @,[trump]
"on brand for trump , is not it ? 🙄",[trump]
yes and vote for trump . biden is a crook . biden is a shell of a vessel and the radical left is who is in charge . say no to socialism and yes to the constitution . maga again,"[biden, trump]"
🤮 you just a nasty woman ! ! but jesus loves you ! ! ! 🇺 🇸 🇺 🇸 trump 🇺 🇸 🇺 🇸 🇺 🇸,[trump]
oh that won ’ t stop 🛑 marco big e ! he has had his head firmly stuck up azzo the asinine trump ’ s derrière for years ! he believes azzo the asinine trump before jesus & god !,[trump]
the 4 th trumped up little slapper ( wives of azzo the asinine trump ) ! poor,[trump]
will win,[trump]
is this news true,[trump]
this post is sounding racist,[trump]
and who ' s the one that has a bank account in china,[trump]
i am voting for joe biden kamala harris 2020 because he doesn ’ t have super spreader rally ’ s .,[trump]
so true jason & after hearing azzo the asinine trump jr then the dog in a fit of anger,[trump]
you have created so much hate in america . you do not need your own poll watchers intimidating and scaring off voters .,[trump]
lies ! that ' s why you did nothing this year with all of the rioting we have had all over the country .,[trump]
"i believe that the u.s. is definitely way ahead than they are leading us on to believe ! as the always says , watch what they do , not what they say ! they are waiting for the right moment to drop it ! don ’ t know when that is . bretton woods ? 🤔",[trump]
pump and trump ❤️ 🐐 🦍,[trump]
amen that ’ s true & sad ! bob is not an adult if he voted for azzo the asinine trump !,[trump]
🤮 🤮 go crawl under your rock biden take the indian african american what ever she with you 😤 😤 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 trump 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸,"[biden, trump]"
i hear melania is casting her vote today it would be funny as shit if she votes for biden to get you out of office . biden harris 2020 to save america,"[biden, trump]"
"\ biden corruption ! biden corruption biden crime family biden family corruption biden harris 2020 corrupt ! did you really just recommend biden crime famiily \ "" \ "" to me ? ? ? \ "" """,[biden]
kamala harris has to wait years before she ’ s old enough to be president so it ’ s either trump or pelosi either way we ’ re bracing for a fight so come on with something we are patriots an will die patriots but shut up an let ’ s get it over with ! ! ! ! 😤 😤,[trump]
trump really does have tiny hands .,[trump]
trump is a rally president . that ’ s the only thing besides golf he had done .,[trump]
sorry mr trump you lost me you will not get a second vote from me .,[trump]
quit saying this . it ' s fake news do not you fact check ? can not wait until you are voted out so americans can begin to heal .,[trump]
arkansas ! biden and blue all the way . if only tom cotton would go grrr,[biden]
putting lipstick on a pig does not change the fact it ’ s a pig !,[trump]
i proudly voted for president trump ! 🇺 🇸 🇺 🇸,[trump]
report : here are the aggressive moves biden will immediately make if news outlets declare him the winner via,[biden]
"i hope that trump starts cracking skulls after he wins . purge these lawless evil people from their high towers in society . mostly peacefully , of course .",[trump]
same and i ’ m trying not to show it at work because my coworker is the trump supporter and ahh just so many emotions,[trump]
mike huckabee : these videos reportedly show the coming coup & # ; federal takeover leftists plan if trump wins via,[trump]
what are the flu numbers no one ever shuts things down for the flu,[trump]
"at least replace them with biden signs , then it ' s a prank .",[biden]
that ' s because they are afraid they will be separated from their families or there ' s a language barrier and they truly do not know how racist he is .,[trump]
curran bermudez fountain family know it was a hoax wrapped up in an azzo the asinine trump lie !,[trump]
misinformation ! ! ! ! ! only for mail in ballots and it ' s not most states .,[trump]
hunter biden pictures of himself disrobed and exposed with certain minor -,[biden]
i still very much worry about the people who respond to these polls but feel embarrassed to say they would vote for trump . i bet the margins are closer than polling indicates .,[trump]
and that is why we are for trump voting for america . . . . . if we vote for you . your group couldnt stand up for one state how will you stand up for america ?,[trump]
maybe because he lies all the time !,[trump]
me too ! !,[trump]
super spreader trump .,[trump]
"defying police orders , jew prays for trump victory on temple mount [ watch ] via",[trump]
we have got undercover republicans right now voting for biden .,[biden]
is this the only thing you can do is spread lies . fake news ! just so you know you can not change the minds of the millions and millions of people who early voted . hopefully they all voted for biden harris 2020,[trump]
show proof from your sources . nobody believes a word you say,[trump]
"i think i am far from being lame . i am sane , love my country and voted for trump . 😎 🇺 🇸",[trump]
trump is a super spreader !,[trump]
quit complaining maybe some of those votes will be for you . i highly doubt they will be for you but you never know lmao,[trump]
so if you lose this election will we still get the huge stimulus checks you said would happen after election day ?,[trump]
time to bring in the big criminals to shout law and order hahahhhahaha,[trump]
i just signed a petition : don ’ t let trump rush election results and silence voters ! learn more and sign here :,[trump]
just saw a trump sign that said “ socialism bans religion . is that okay with you ? ” honestly so nice of them to ask yes it is okay with me :d,[trump]
"biden has nothing to do with the being president ! ! he ’ s a mule , it ’ s either trump or harris an pelosi so everyone stop your lies","[trump, biden]"
i call that court packing,[trump]
please endorse biden !,[biden]
trump #,[trump]
you walked in and said that was the healthcare plan ? how do you sleep at night ? !,[trump]
either way we gonna live with it kamala or trump let ’ s just do the damn thing already ! ! !,[trump]
report : hunter biden & # ;s laptop is a national security nightmare all protected by the password & # ; hunter02 & # ; via,[biden]
trump gets historic presidential endorsements via @,[trump]
"not where i am living . so many people unemployed because of covid - not being able to pay rent , bills and buy groceries . where ' s this huge stimulus you said would happen before election . you are all talk all i hear is blah blah blah blah",[trump]
omg another example of how giving yourself those daily disinfectant enemas ( on azzo the asinine trump ’ s orders ) can lead to ignorance delusions silliness misogynistic racism & falling for every malapropism jabberwocky double speak lying ! what a,[trump]
just another reason not to vote for trump . twitter should take this down .,[trump]
you can not even spell philadelphia lol,[trump]
future generations shouldn ’ t have to clean up behind you an biden 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸 👍 🏻 👍 🏻 trump 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸,[biden]
talked one of my coworkers out of voting for trump but she said she voted kanye instead wtfff 😭,[trump]
omg y ’ all really need to stop taking those daily disinfectant enemas ordered by azzo the asinine trump ! they exuberant delusions ignorance silliness & the ability to believe the malapropism jabberwocky double speak lying that comes out of his mouth ! but yeah y ’ all are the same !,[trump]
aoc reveals new plan to manipulate biden,[biden]
that new trump campaign video looking crazy,[trump]
trump just tweets people ’ s trigger words 😂,[trump]
get these anti american muslim freaks out of our government office ’ s 🤮 🤮 🤮 🇺 🇸 trump 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸,[trump]
if you want an america then vote against azzo the asinine trump ! he & his turkey buzzard orcs & she orcs family are prossys for putin ! keep ivanka out of the white house ! consultant please !,[trump]
