loser,[trump]
"i think you already started the “ red wave ” people dead caused by stupidity , lack of compassion and lust for power . red wave of death",[trump]
"\ moscow mitch ! will go down in history as the “ \ "" \ "" puppet ” that was “ owned by donald trump ” who was the “ puppet owned by putin ” are you really proud that you have aided and abetted a known felon ? held up legislation ! ? i ’ d like to see all of the bills on your desk . we ’ ll count them ! \ "" """,[trump]
"really — i try to understand your logic — but just don ’ t understand why you believe this ? this concept is absolutely illogical . do you truly believe this — if so , you missed critical thinking throughout your education . or is this comment simply for some effect you seem to need . 🙄",[trump]
"michigan has stirred unrest and chaos amid ' s steady , stoic leadership during an unprecedented crisis . new leadership is needed at the top . vote for . vote vote early vote blue to end this nightmare vote blue down the ballot",[trump]
here ’ s what election forecasters who predicted trump ’ s win are sayi . . . via,[trump]
i guarantee a civil war if trump wins 😂 😂 😂 😂 y ’ all thought the riots for blm were bad lol,[trump]
"i hate them , blame trump all you want but there have always been assholes like him ready to slide in when we got weak and stupid . these are the weak and stupid . they are responsible and i don ’ t know if i can ever forgive them .",[trump]
he doesn ’ t have to . it ’ s to make you stew . 😂 😂 😂,[trump]
here ’ s my question . . . who is getting the healthcare workers ’ votes ? they have seen firsthand the heartbreak and devastation that resulted from the trump administration ’ s disastrous covid - policies ( or lack thereof ) .,[trump]
the censorship from facebook is outrageous . they really do not want people knowing the amount of increasing chinese military in canada since the beginning of the year . . . china election distraction facebook invasion communism fuck china corrupt trump biden corruption ww 3,[biden]
"tell that to the dead . tell that to the families on the street , evicted from their homes , tell that to the millions of unemployed with no food for their kids . tell that to the small businesses and restaurants closing in record numbers . trump and his followers are a curse .",[trump]
bobulinski bombshell rocks the biden campaign as media and big tech pani . . . via,[biden]
you know we are still in the middle of a pandemic,[trump]
never my favorite president . you must be smoking something,[trump]
voting trump,[trump]
"well , the kkk , neo nazis , hate groups , white supremist groups all endorse donald trump . do they do that because they know you support the black community ?",[trump]
i live in delaware i know how biden works . . . hes a pos,[biden]
i hope in more you will be a lame donald duck,[trump]
umm it only lives in your mind,[trump]
a girl could hope,[trump]
truth,[trump]
trump,[trump]
does anyone believe that biden will win michigan by points ? that ’ s an absurd lead .,[biden]
wrong again as usual,[trump]
your lies are trending,[trump]
trolling trump until he goes to jail or into hiding,[trump]
